Strain,Condition,Time,OD600
EC-249,-ade,14.343434343434343,0.25215090657848305
EC-249,-ade,14.545454545454545,0.1658384491985379
EC-249,-ade,14.747474747474747,0.19537397412013338
EC-249,-ade,14.94949494949495,0.2537950971566825
EC-249,-ade,15.15151515151515,0.2390732578081045
EC-249,-ade,15.353535353535353,0.20121917566069014
EC-249,-ade,15.555555555555555,0.1786932296841449
EC-249,-ade,15.757575757575758,0.22341394480628377
EC-249,-ade,15.959595959595958,0.18927865371857602
EC-249,-ade,16.161616161616163,0.2812321349160866
EC-249,-ade,16.363636363636363,0.26932042847593285
EC-249,-ade,16.565656565656564,0.20000736508731876
EC-249,-ade,16.767676767676768,0.21195877030816393
EC-249,-ade,16.96969696969697,0.2493223294287204
EC-249,-ade,17.171717171717173,0.24331048748448472
EC-249,-ade,17.373737373737374,0.2553661171913024
EC-249,-ade,17.575757575757574,0.12874328029577148
EC-249,-ade,17.77777777777778,0.1620462032882453
EC-249,-ade,17.97979797979798,0.2018052141937074
EC-249,-ade,18.18181818181818,0.1704162488689841
EC-249,-ade,18.383838383838384,0.1021661746908338
EC-249,-ade,18.585858585858585,0.24231403398072154
EC-249,-ade,18.78787878787879,0.3036450256921833
EC-249,-ade,18.98989898989899,0.18197916543046275
EC-249,-ade,19.19191919191919,0.221503795295015
EC-249,-ade,19.393939393939394,0.15782583772929754
EC-249,-ade,19.595959595959595,0.1683608083271517
EC-249,-ade,19.7979797979798,0.2284995962785756
EC-249,-ade,20.0,0.23027585970454165
EC-249,+his,0.0,-0.03284537824276966
EC-249,+his,0.20202020202020202,0.13155984222010086
EC-249,+his,0.40404040404040403,0.07110048952622575
EC-249,+his,0.6060606060606061,0.057265050796679706
EC-249,+his,0.8080808080808081,8.505127950519942e-05
EC-249,+his,1.0101010101010102,0.0951343672900283
EC-249,+his,1.2121212121212122,0.06537431754548931
EC-249,+his,1.4141414141414141,0.07726208705672424
EC-249,+his,1.6161616161616161,0.09374690534698649
EC-249,+his,1.8181818181818181,0.14467860365323013
EC-249,+his,2.0202020202020203,0.14256896425215781
EC-249,+his,2.2222222222222223,0.07541827700648472
EC-249,+his,2.4242424242424243,0.14927490660538983
EC-249,+his,2.6262626262626263,0.1698161315486171
EC-249,+his,2.8282828282828283,0.20013735303264085
EC-249,+his,3.0303030303030303,0.2644071634538372
EC-249,+his,3.2323232323232323,0.2257847166516982
EC-249,+his,3.4343434343434343,0.2940371952903888
EC-249,+his,3.6363636363636362,0.24262828958081878
EC-249,+his,3.8383838383838382,0.219844507962447
EC-249,+his,4.040404040404041,0.3633865762783961
EC-249,+his,4.242424242424242,0.3876336408945553
EC-249,+his,4.444444444444445,0.4374787499387059
EC-249,+his,4.646464646464646,0.39802191957753796
EC-249,+his,4.848484848484849,0.4319300713531945
EC-249,+his,5.05050505050505,0.47854710759429364
EC-249,+his,5.252525252525253,0.4978719670162468
EC-249,+his,5.454545454545454,0.5070304594858255
EC-249,+his,5.656565656565657,0.6198980046559128
EC-249,+his,5.858585858585858,0.5570522271188869
EC-249,+his,6.0606060606060606,0.6751975687781113
EC-249,+his,6.262626262626262,0.6795103597885107
EC-249,+his,6.4646464646464645,0.6913040991423128
EC-249,+his,6.666666666666667,0.6822346495476428
EC-249,+his,6.8686868686868685,0.8104114269032189
EC-249,+his,7.070707070707071,0.7703874058752928
EC-249,+his,7.2727272727272725,0.852041823523092
EC-249,+his,7.474747474747475,0.9114280828641016
EC-249,+his,7.6767676767676765,0.9946476624564219
EC-249,+his,7.878787878787879,0.9838673860962273
EC-249,+his,8.080808080808081,1.0992380056798439
EC-249,+his,8.282828282828282,1.0772866469266433
EC-249,+his,8.484848484848484,1.0341537334145794
EC-249,+his,8.686868686868687,1.1904515819163595
EC-249,+his,8.88888888888889,1.158953580626687
EC-249,+his,9.09090909090909,1.2325969211879941
EC-249,+his,9.292929292929292,1.2272864568826745
EC-249,+his,9.494949494949495,1.2193591167977287
EC-249,+his,9.696969696969697,1.2125362986836166
EC-249,+his,9.8989898989899,1.298280839456527
EC-249,+his,10.1010101010101,1.305513676908692
EC-249,+his,10.303030303030303,1.327080095109942
EC-249,+his,10.505050505050505,1.3128673146228813
EC-249,+his,10.707070707070708,1.3828414444170336
EC-249,+his,10.909090909090908,1.2824208252358231
EC-249,+his,11.11111111111111,1.4355579355719836
EC-249,+his,11.313131313131313,1.3744738727601256
EC-249,+his,11.515151515151516,1.5249623163801507
EC-249,+his,11.717171717171716,1.4489110729547985
EC-249,+his,11.919191919191919,1.4264561815050438
EC-249,+his,12.121212121212121,1.4737381322689926
EC-249,+his,12.323232323232324,1.4921758871274062
EC-249,+his,12.525252525252524,1.4961190173537036
EC-249,+his,12.727272727272727,1.5620703525235644
EC-249,+his,12.929292929292929,1.5474165213226942
EC-249,+his,13.131313131313131,1.53680359910143
EC-249,+his,13.333333333333334,1.4981018026423363
EC-249,+his,13.535353535353535,1.4974281116552475
EC-249,+his,13.737373737373737,1.4732290522648748
EC-249,+his,13.93939393939394,1.6076131510217269
EC-249,+his,14.141414141414142,1.6031114930010744
EC-249,+his,14.343434343434343,1.649373160851075
EC-249,+his,14.545454545454545,1.649152287157202
EC-249,+his,14.747474747474747,1.5897337675548187
EC-249,+his,14.94949494949495,1.5546281974850256
EC-249,+his,15.15151515151515,1.5476443014834937
EC-249,+his,15.353535353535353,1.545095208238312
EC-249,+his,15.555555555555555,1.5663692829761011
EC-249,+his,15.757575757575758,1.64399789010149
EC-249,+his,15.959595959595958,1.6051032962888032
EC-249,+his,16.161616161616163,1.5404109837941078
EC-249,+his,16.363636363636363,1.5526355726719743
EC-249,+his,16.565656565656564,1.5137396467116135
EC-249,+his,16.767676767676768,1.5999579561962647
EC-249,+his,16.96969696969697,1.583104476392287
EC-249,+his,17.171717171717173,1.546092100865459
EC-249,+his,17.373737373737374,1.658160016779433
EC-249,+his,17.575757575757574,1.5656867084781971
EC-249,+his,17.77777777777778,1.6815241821680986
EC-249,+his,17.97979797979798,1.677683342007949
EC-249,+his,18.18181818181818,1.6143935772015743
EC-249,+his,18.383838383838384,1.6195030676952105
EC-249,+his,18.585858585858585,1.62356717360844
EC-249,+his,18.78787878787879,1.6718479724979236
EC-249,+his,18.98989898989899,1.6535540673694271
EC-249,+his,19.19191919191919,1.5945525796621671
EC-249,+his,19.393939393939394,1.6292701418285818
EC-249,+his,19.595959595959595,1.5825556261265084
EC-249,+his,19.7979797979798,1.5733276526403432
EC-249,+his,20.0,1.7002553164321415
EC-249,-his,0.0,-0.01195450346380815
EC-249,-his,0.20202020202020202,0.02634132380291446
EC-249,-his,0.40404040404040403,-0.019495099542122515
EC-249,-his,0.6060606060606061,0.10883446083990964
EC-249,-his,0.8080808080808081,0.13735061509459834
EC-249,-his,1.0101010101010102,0.08436519805907096
EC-249,-his,1.2121212121212122,0.08027990830604173
EC-249,-his,1.4141414141414141,0.010375418903927236
EC-249,-his,1.6161616161616161,0.14967972332573565
EC-249,-his,1.8181818181818181,0.06363499282356201
EC-249,-his,2.0202020202020203,0.10090454240404717
EC-249,-his,2.2222222222222223,0.2143448752297003
EC-249,-his,2.4242424242424243,0.07289699466732125
EC-249,-his,2.6262626262626263,0.11215512310289094
EC-249,-his,2.8282828282828283,0.14904902646029727
EC-249,-his,3.0303030303030303,0.20017203380834026
EC-249,-his,3.2323232323232323,0.14121267470970061
EC-249,-his,3.4343434343434343,0.205695136319188
EC-249,-his,3.6363636363636362,0.11902248903469795
EC-249,-his,3.8383838383838382,0.13496125770733503
EC-249,-his,4.040404040404041,0.21172327669533975
EC-249,-his,4.242424242424242,0.195219518014017
EC-249,-his,4.444444444444445,0.22438533147714138
EC-249,-his,4.646464646464646,0.3436339834735411
EC-249,-his,4.848484848484849,0.2714544525497962
EC-249,-his,5.05050505050505,0.21852652389906507
EC-249,-his,5.252525252525253,0.22819960025107694
EC-249,-his,5.454545454545454,0.24994516272411146
EC-249,-his,5.656565656565657,0.23047831278089637
EC-249,-his,5.858585858585858,0.26227958779408367
EC-249,-his,6.0606060606060606,0.264455474899927
EC-249,-his,6.262626262626262,0.23017476491746658
EC-249,-his,6.4646464646464645,0.17964385821685486
EC-249,-his,6.666666666666667,0.20055377953607398
EC-249,-his,6.8686868686868685,0.2453476671257718
EC-249,-his,7.070707070707071,0.2929175229267855
EC-249,-his,7.2727272727272725,0.1963807308314771
EC-249,-his,7.474747474747475,0.2500034620634849
EC-249,-his,7.6767676767676765,0.17580129652876447
EC-249,-his,7.878787878787879,0.2682792772233094
EC-249,-his,8.080808080808081,0.3156970254866307
EC-249,-his,8.282828282828282,0.28885614695641754
EC-249,-his,8.484848484848484,0.28127007390789627
EC-249,-his,8.686868686868687,0.18647542558711863
EC-249,-his,8.88888888888889,0.2481648547549414
EC-249,-his,9.09090909090909,0.3219647926158685
EC-249,-his,9.292929292929292,0.22073829058404582
EC-249,-his,9.494949494949495,0.2928926112541551
EC-249,-his,9.696969696969697,0.3986776863849954
EC-249,-his,9.8989898989899,0.3409435937646912
EC-249,-his,10.1010101010101,0.25776670703885673
EC-249,-his,10.303030303030303,0.3376087843824087
EC-249,-his,10.505050505050505,0.3494013756186374
EC-249,-his,10.707070707070708,0.20866900523083304
EC-249,-his,10.909090909090908,0.35182016812571754
EC-249,-his,11.11111111111111,0.32949612470649803
EC-249,-his,11.313131313131313,0.35951964777990275
EC-249,-his,11.515151515151516,0.31295771489190183
EC-249,-his,11.717171717171716,0.30628492408864455
EC-249,-his,11.919191919191919,0.3352490592461538
EC-249,-his,12.121212121212121,0.332992032942377
EC-249,-his,12.323232323232324,0.357902774915062
EC-249,-his,12.525252525252524,0.2979423173216698
EC-249,-his,12.727272727272727,0.34282684432208305
EC-249,-his,12.929292929292929,0.22659901467036844
EC-249,-his,13.131313131313131,0.3392939701395237
EC-249,-his,13.333333333333334,0.23706191849009536
EC-249,-his,13.535353535353535,0.29283784482396313
EC-249,-his,13.737373737373737,0.3370548359228407
EC-249,-his,13.93939393939394,0.2969530813108953
EC-249,-his,14.141414141414142,0.1688014755163161
EC-249,-his,14.343434343434343,0.29758534812172144
EC-249,-his,14.545454545454545,0.2760065492858543
EC-249,-his,14.747474747474747,0.4279875588951886
EC-249,-his,14.94949494949495,0.32311922331978365
EC-249,-his,15.15151515151515,0.31181457215456954
EC-249,-his,15.353535353535353,0.3115845522705182
EC-249,-his,15.555555555555555,0.29395321325344853
EC-249,-his,15.757575757575758,0.3816807541529443
EC-249,-his,15.959595959595958,0.34909449761825245
EC-249,-his,16.161616161616163,0.340693456027155
EC-249,-his,16.363636363636363,0.28125325266579576
EC-249,-his,16.565656565656564,0.29166618416957835
EC-249,-his,16.767676767676768,0.29627758101068236
EC-249,-his,16.96969696969697,0.2178204644875293
EC-249,-his,17.171717171717173,0.24283393632804406
EC-249,-his,17.373737373737374,0.3395419588375888
EC-249,-his,17.575757575757574,0.32335592846345157
EC-249,-his,17.77777777777778,0.2864881914343542
EC-249,-his,17.97979797979798,0.3591971590594999
EC-249,-his,18.18181818181818,0.3110900123323871
EC-249,-his,18.383838383838384,0.29634338916923836
EC-249,-his,18.585858585858585,0.3012057846089244
EC-249,-his,18.78787878787879,0.3134335621479379
EC-249,-his,18.98989898989899,0.3388722234444219
EC-249,-his,19.19191919191919,0.3134729922333216
EC-249,-his,19.393939393939394,0.3634330990644876
EC-249,-his,19.595959595959595,0.28709745394218095
EC-249,-his,19.7979797979798,0.317415613356303
EC-249,-his,20.0,0.35923994352637645
EC-249,+met,0.0,0.019931872101679463
EC-249,+met,0.20202020202020202,0.09455284451398109
EC-249,+met,0.40404040404040403,0.05905654715865334
EC-249,+met,0.6060606060606061,0.14881334304535282
EC-249,+met,0.8080808080808081,0.011258632233363708
EC-249,+met,1.0101010101010102,0.1799311813371422
EC-249,+met,1.2121212121212122,0.07755962099528475
EC-249,+met,1.4141414141414141,0.1609002716668981
EC-249,+met,1.6161616161616161,0.10679623156460497
EC-249,+met,1.8181818181818181,0.22049550846925733
EC-249,+met,2.0202020202020203,0.20248546553067376
EC-249,+met,2.2222222222222223,0.18250502101799917
EC-249,+met,2.4242424242424243,0.1551956114557978
EC-249,+met,2.6262626262626263,0.23283225871115373
EC-249,+met,2.8282828282828283,0.23464110026247376
EC-249,+met,3.0303030303030303,0.22711688180903528
EC-249,+met,3.2323232323232323,0.2530859039505901
EC-249,+met,3.4343434343434343,0.26435828161426816
EC-249,+met,3.6363636363636362,0.2660401542479637
EC-249,+met,3.8383838383838382,0.27671490025370293
EC-249,+met,4.040404040404041,0.2668143521449908
EC-249,+met,4.242424242424242,0.3727311277017116
EC-249,+met,4.444444444444445,0.43514659294739955
EC-249,+met,4.646464646464646,0.46215222418632373
EC-249,+met,4.848484848484849,0.37325668113312854
EC-249,+met,5.05050505050505,0.46922479877401435
EC-249,+met,5.252525252525253,0.5619675358087298
EC-249,+met,5.454545454545454,0.6253040735197734
EC-249,+met,5.656565656565657,0.6747598106165098
EC-249,+met,5.858585858585858,0.671418117592895
EC-249,+met,6.0606060606060606,0.7531241864501652
EC-249,+met,6.262626262626262,0.7040814571175708
EC-249,+met,6.4646464646464645,0.6686942374560808
EC-249,+met,6.666666666666667,0.7702653087860907
EC-249,+met,6.8686868686868685,0.8896480017081994
EC-249,+met,7.070707070707071,0.859521095315454
EC-249,+met,7.2727272727272725,0.9612523067687284
EC-249,+met,7.474747474747475,0.8980557277148007
EC-249,+met,7.6767676767676765,0.9866872229108096
EC-249,+met,7.878787878787879,1.0015039161001036
EC-249,+met,8.080808080808081,1.0931927847705323
EC-249,+met,8.282828282828282,1.1759559557323231
EC-249,+met,8.484848484848484,1.2609332790414
EC-249,+met,8.686868686868687,1.2352979096169563
EC-249,+met,8.88888888888889,1.2585529150108634
EC-249,+met,9.09090909090909,1.212512353472174
EC-249,+met,9.292929292929292,1.2201636696386569
EC-249,+met,9.494949494949495,1.273930073081237
EC-249,+met,9.696969696969697,1.3720272692761033
EC-249,+met,9.8989898989899,1.3926817440280106
EC-249,+met,10.1010101010101,1.4220454195898067
EC-249,+met,10.303030303030303,1.435491568700374
EC-249,+met,10.505050505050505,1.3893619358104272
EC-249,+met,10.707070707070708,1.4975448228584278
EC-249,+met,10.909090909090908,1.5353883927778817
EC-249,+met,11.11111111111111,1.3903440316339557
EC-249,+met,11.313131313131313,1.4416940171392891
EC-249,+met,11.515151515151516,1.5888385945428907
EC-249,+met,11.717171717171716,1.5360437297962914
EC-249,+met,11.919191919191919,1.510462431097622
EC-249,+met,12.121212121212121,1.5569401730558423
EC-249,+met,12.323232323232324,1.5143234338902871
EC-249,+met,12.525252525252524,1.6033998367333668
EC-249,+met,12.727272727272727,1.6161558059887184
EC-249,+met,12.929292929292929,1.6573801247223385
EC-249,+met,13.131313131313131,1.6626244732824107
EC-249,+met,13.333333333333334,1.534929426194533
EC-249,+met,13.535353535353535,1.5788185018271101
EC-249,+met,13.737373737373737,1.6290762449435492
EC-249,+met,13.93939393939394,1.6455003491053903
EC-249,+met,14.141414141414142,1.6469952218557147
EC-249,+met,14.343434343434343,1.6856877830776342
EC-249,+met,14.545454545454545,1.575976651538096
EC-249,+met,14.747474747474747,1.7450903122973516
EC-249,+met,14.94949494949495,1.682161106728804
EC-249,+met,15.15151515151515,1.6621186402256465
EC-249,+met,15.353535353535353,1.7551897948384334
EC-249,+met,15.555555555555555,1.6823803649098554
EC-249,+met,15.757575757575758,1.650039803785424
EC-249,+met,15.959595959595958,1.657395083315608
EC-249,+met,16.161616161616163,1.711022946150875
EC-249,+met,16.363636363636363,1.6698172193350598
EC-249,+met,16.565656565656564,1.7044928963363177
EC-249,+met,16.767676767676768,1.6866034156825271
EC-249,+met,16.96969696969697,1.7716289329236963
EC-249,+met,17.171717171717173,1.6867839833541198
EC-249,+met,17.373737373737374,1.7258670629958648
EC-249,+met,17.575757575757574,1.7334842950597291
EC-249,+met,17.77777777777778,1.6394470196160331
EC-249,+met,17.97979797979798,1.7267484364036838
EC-249,+met,18.18181818181818,1.655782921864564
EC-249,+met,18.383838383838384,1.761865854771945
EC-249,+met,18.585858585858585,1.6663689277273437
EC-249,+met,18.78787878787879,1.7032446016879665
EC-249,+met,18.98989898989899,1.5783997471704279
EC-249,+met,19.19191919191919,1.5737855333768755
EC-249,+met,19.393939393939394,1.7314680462810832
EC-249,+met,19.595959595959595,1.6150190135804148
EC-249,+met,19.7979797979798,1.7607761645737836
EC-249,+met,20.0,1.649784692676455
EC-249,-met,0.0,0.0515527942428354
EC-249,-met,0.20202020202020202,0.10667364385315796
EC-249,-met,0.40404040404040403,-0.02941400042803497
EC-249,-met,0.6060606060606061,0.01948865722642202
EC-249,-met,0.8080808080808081,0.134177147102908
EC-249,-met,1.0101010101010102,0.018866757587524582
EC-249,-met,1.2121212121212122,0.055812005935636996
EC-249,-met,1.4141414141414141,0.13094301595702706
EC-249,-met,1.6161616161616161,0.022077503928771183
EC-249,-met,1.8181818181818181,0.0421939256664178
EC-249,-met,2.0202020202020203,0.15307775020701875
EC-249,-met,2.2222222222222223,0.09064007165827212
EC-249,-met,2.4242424242424243,0.08450849761550219
EC-249,-met,2.6262626262626263,0.18623323537961872
EC-249,-met,2.8282828282828283,0.15852200084845738
EC-249,-met,3.0303030303030303,0.10046685796888602
EC-249,-met,3.2323232323232323,0.15713521324771448
EC-249,-met,3.4343434343434343,0.12307853845244207
EC-249,-met,3.6363636363636362,0.18796000710602348
EC-249,-met,3.8383838383838382,0.12750352660121636
EC-249,-met,4.040404040404041,0.23106682670584316
EC-249,-met,4.242424242424242,0.2352909132026847
EC-249,-met,4.444444444444445,0.18076595645853244
EC-249,-met,4.646464646464646,0.17554970870897454
EC-249,-met,4.848484848484849,0.3146202922365694
EC-249,-met,5.05050505050505,0.3088194658166238
EC-249,-met,5.252525252525253,0.3039306312768795
EC-249,-met,5.454545454545454,0.24022821965033922
EC-249,-met,5.656565656565657,0.25086026020965585
EC-249,-met,5.858585858585858,0.32244432058393885
EC-249,-met,6.0606060606060606,0.2592432852447685
EC-249,-met,6.262626262626262,0.3426583502536633
EC-249,-met,6.4646464646464645,0.3577354021781285
EC-249,-met,6.666666666666667,0.33267412130024737
EC-249,-met,6.8686868686868685,0.30352553789715275
EC-249,-met,7.070707070707071,0.4077513508312331
EC-249,-met,7.2727272727272725,0.4001431475913108
EC-249,-met,7.474747474747475,0.31451382841804165
EC-249,-met,7.6767676767676765,0.4079594741759431
EC-249,-met,7.878787878787879,0.2795963728493789
EC-249,-met,8.080808080808081,0.385188178934508
EC-249,-met,8.282828282828282,0.41842472853909823
EC-249,-met,8.484848484848484,0.3642104998964199
EC-249,-met,8.686868686868687,0.4083421588754047
EC-249,-met,8.88888888888889,0.4018652117445095
EC-249,-met,9.09090909090909,0.3480265370496171
EC-249,-met,9.292929292929292,0.43385906020604836
EC-249,-met,9.494949494949495,0.4081964412985235
